Nombre;Latitud;Longitud;Dependencia;Region;Comuna;Ruralidad;Matricula_Total
Complejo Educ.Part.Monsenor Luis A.Perez;-33,50108236;-70,68927348;Part. Subvencionado;RM;Pedro Aguirre Cerda;Urbano;2252
Escuela Bas. Rosa Elvira Matte De Prieto;-33,50679897;-70,6926526;Part. Subvencionado;RM;Lo Espejo;Urbano;1234
Colegio Poliv. Saint Orland;-33,52937619;-70,65171822;Part. Subvencionado;RM;La Cisterna;Urbano;699
Escuela Particular Hispano Americano;-33,55158877;-70,67012862;Part. Subvencionado;RM;El Bosque;Urbano;309
Escuela Pablo De Tarso;-33,51617502;-70,66734188;Part. Subvencionado;RM;La Cisterna;Urbano;199
Escuela Particular Campanita;-33,55942807;-70,66672459;Part. Subvencionado;RM;El Bosque;Urbano;336
Escuela Particular Locarno;-33,5179414;-70,66183225;Part. Subvencionado;RM;La Cisterna;Urbano;102
Escuela Particular Guia Estudiantil;-33,51833179;-70,65094544;Part. Subvencionado;RM;La Cisterna;Urbano;221
Escuela Particular Saint Phillip Of Nery;-33,53058251;-70,67452823;Part. Subvencionado;RM;La Cisterna;Urbano;216
Liceo Politecnico Part.Sagrado Corazon;-33,51482345;-70,68008078;Part. Subvencionado;RM;Lo Espejo;Urbano;922
Escuela Part. Republica Alemania Federal;-33,53940233;-70,66693374;Part. Subvencionado;RM;La Cisterna;Urbano;1567
Escuela Particular Sta.Maria Mazzarello;-33,54918005;-70,65532033;Part. Subvencionado;RM;El Bosque;Urbano;357
Colegio Particular Kennedy;-33,53383924;-70,69819592;Part. Subvencionado;RM;Lo Espejo;Urbano;335
Complejo Educacional Stella Maris;-33,55693659;-70,67449999;Part. Subvencionado;RM;El Bosque;Urbano;956
Escuela Particular Especial G.Mistral;-33,545017;-70,66583;Part. Subvencionado;RM;La Cisterna;Urbano;0
Colegio Idop Limitada;-33,54318865;-70,66151495;Part. Subvencionado;RM;La Cisterna;Urbano;1062
Colegio Sol De Chile;-33,52923642;-70,69734098;Part. Subvencionado;RM;Lo Espejo;Urbano;599
Colegio Bicentenario De Excelencia Miguel De Cervantes;-33,5441277;-70,6558275;Part. Subvencionado;RM;La Cisterna;Urbano;639
Colegio Politec. Maria Griselda Valle S.;-33,5730656;-70,66467134;Part. Subvencionado;RM;El Bosque;Urbano;1999
Escuela Particular Miguel De Cervantes;-33,578723;-70,67261962;Part. Subvencionado;RM;El Bosque;Urbano;675
Escuela Particular Nuestra Infancia;-33,516804;-70,68309;Part. Subvencionado;RM;Lo Espejo;Urbano;0
Colegio El Almendro;-33,57619368;-70,66334217;Part. Subvencionado;RM;El Bosque;Urbano;922
Colegio Grace School;-33,50157889;-70,68742747;Part. Subvencionado;RM;Pedro Aguirre Cerda;Urbano;1011
Escuela Particular Karol C.De Cracovia;-33,50149347;-70,69304595;Part. Subvencionado;RM;Pedro Aguirre Cerda;Urbano;723
Escuela Particular Los Lagos Chile;-33,54476588;-70,67765814;Part. Subvencionado;RM;El Bosque;Urbano;101
Escuela Particular Villa El Sol;-33,55477057;-70,67009858;Part. Subvencionado;RM;El Bosque;Urbano;1424
Colegio Poliv. Saint Trinity College;-33,52988953;-70,69000169;Part. Subvencionado;RM;Lo Espejo;Urbano;659
Colegio Particular Villa Jesus;-33,52135358;-70,65553564;Part. Subvencionado;RM;La Cisterna;Urbano;751
Centro Educ.Munic. Dr. Amador Neghme Rodriguez;-33,47219812;-70,72080896;Serv. Local Educacion;RM;Estación Central;Urbano;839
Liceo Bicentenario Polivalente A N°71 Guillermo Feliu Cruz;-33,46382007;-70,70144017;Serv. Local Educacion;RM;Estación Central;Urbano;702
Liceo Santiago Bueras Y Avaria;-33,50527427;-70,75174176;Serv. Local Educacion;RM;Maipú;Urbano;702
Liceo Jose Ignacio Zenteno;-33,50340173;-70,76915488;Serv. Local Educacion;RM;Maipú;Urbano;455
Liceo Polivalente Dr. Luis Vargas Salcedo;-33,49895872;-70,73097771;Serv. Local Educacion;RM;Cerrillos;Urbano;820
Centro De Educ. Tecn.Profesional Codeduc;-33,50955924;-70,74725518;Serv. Local Educacion;RM;Maipú;Urbano;787
Escuela Basica Republica De Francia;-33,47615979;-70,7108756;Serv. Local Educacion;RM;Estación Central;Urbano;314
Escuela Basica Condores De Plata;-33,49381185;-70,71815383;Serv. Local Educacion;RM;Cerrillos;Urbano;330
Escuela Basica Prof.Ramon Del Rio;-33,46603649;-70,70288555;Serv. Local Educacion;RM;Estación Central;Urbano;338
Escuela Basica Pacto Andino;-33,463514;-70,70920911;Serv. Local Educacion;RM;Estación Central;Urbano;668
Escuela Lothar Kommer Bruger;-33,50690488;-70,73412556;Serv. Local Educacion;RM;Cerrillos;Urbano;334
Escuela Cerrillos;-33,49396474;-70,71027254;Serv. Local Educacion;RM;Cerrillos;Urbano;491
Escuela General San Martin;-33,51040561;-70,76221241;Serv. Local Educacion;RM;Maipú;Urbano;487
Escuela General Ohiggins;-33,50971551;-70,76308151;Serv. Local Educacion;RM;Maipú;Urbano;439
Escuela Presidente Riesco Errazuriz;-33,52620997;-70,75909153;Serv. Local Educacion;RM;Maipú;Urbano;725
Escuela Basica Carolina Vergara Ayares;-33,47361062;-70,70516895;Serv. Local Educacion;RM;Estación Central;Urbano;479
Escuela  Basica  Estado  De  Palestina;-33,47358256;-70,70160736;Serv. Local Educacion;RM;Estación Central;Urbano;328
Escuela Vicente Reyes Palazuelos;-33,51707669;-70,75083578;Serv. Local Educacion;RM;Maipú;Urbano;520
Escuela J.Prieto Vial;-33,50924638;-70,73827342;Serv. Local Educacion;RM;Cerrillos;Urbano;403
Escuela Básica N 263 Ramon Freire;-33,49851434;-70,77111241;Serv. Local Educacion;RM;Maipú;Urbano;483
Escuela Leon Humberto Valenzuela;-33,49748334;-70,76528718;Serv. Local Educacion;RM;Maipú;Urbano;460
Escuela Estrella Reina De Chile;-33,49982752;-70,72539113;Serv. Local Educacion;RM;Cerrillos;Urbano;332
Liceo El Llano De Maipu;-33,51665706;-70,75011595;Serv. Local Educacion;RM;Maipú;Urbano;170
Escuela Santa Adela;-33,50934752;-70,71648165;Serv. Local Educacion;RM;Cerrillos;Urbano;386
Liceo Reino De Dinamarca;-33,5086;-70,8278;Serv. Local Educacion;RM;Maipú;Urbano;624
Escuela Tomas Vargas;-33,49999901;-70,776254;Serv. Local Educacion;RM;Maipú;Urbano;439
Republica De Guatemala;-33,49750189;-70,74955631;Serv. Local Educacion;RM;Maipú;Urbano;568
Escuela Las Americas;-33,54831043;-70,77296801;Serv. Local Educacion;RM;Maipú;Urbano;653
Escuela Especial Andalue;-33,51586;-70,767456;Serv. Local Educacion;RM;Maipú;Urbano;194
Escuela Basica Reina De Suecia;-33,4736724;-70,75601668;Serv. Local Educacion;RM;Maipú;Urbano;513
Liceo Maipú De Las Artes Y La Tecnología;-33,51075376;-70,72421283;Serv. Local Educacion;RM;Maipú;Urbano;543
Liceo Bicentenario De Excelencia Politécnico Hannover;-33,4994248;-70,74433865;Part. Subvencionado;RM;Maipú;Urbano;1326
Colegio Bicentenario De Excelencia Politecnico Aleman Albert Einstein;-33,49711154;-70,71937341;Part. Subvencionado;RM;Cerrillos;Urbano;1146
Escuela Particular Franz Liszt;-33,51605977;-70,76354117;Part. Subvencionado;RM;Maipú;Urbano;272
Escuela Particular Especial Don Orione;-33,501175;-70,71658;Part. Subvencionado;RM;Cerrillos;Urbano;59
Colegio Los Conquistadores;-33,50895698;-70,72668105;Part. Subvencionado;RM;Cerrillos;Urbano;1092
Liceo San Pedro Poveda;-33,49613737;-70,76092139;Part. Subvencionado;RM;Maipú;Urbano;501
Colegio Instituto America;-33,50788835;-70,7650068;Part. Subvencionado;RM;Maipú;Urbano;607
Colegio Polivalente Camilo Henriquez;-33,51493608;-70,76275292;Part. Subvencionado;RM;Maipú;Urbano;1007
Centro Educacional Piamartino Carolina Llona De Cuevas;-33,5151854;-70,7642677;Part. Subvencionado;RM;Maipú;Urbano;1463
Colegio Particular San Felix;-33,50031891;-70,75048348;Part. Subvencionado;RM;Maipú;Urbano;390
Colegio De La Providencia C.Larrain De I;-33,51558254;-70,76593938;Part. Subvencionado;RM;Maipú;Urbano;1115
Colegio Part. Ascension Nicol;-33,46874522;-70,69900695;Part. Subvencionado;RM;Estación Central;Urbano;900
Colegio Esc.  Jose Manso De Velasco;-33,51940198;-70,77277331;Part. Subvencionado;RM;Maipú;Urbano;0
Escuela De Parvulos Los Paises Bajos;-33,45926;-70,7086;Part. Subvencionado;RM;Estación Central;Urbano;160
Colegio Polivalente Patricio Mekis;-33,51055005;-70,77584284;Part. Subvencionado;RM;Maipú;Urbano;1892
Colegio Particular Mater Dei;-33,50068912;-70,71193514;Part. Subvencionado;RM;Cerrillos;Urbano;835
Esc. Basica Divino Jesus;-33,52654683;-70,76541655;Part. Subvencionado;RM;Maipú;Urbano;159
Escuela Particular Holanda;-33,4680096;-70,72247585;Part. Subvencionado;RM;Estación Central;Urbano;681
Colegio Alberto Perez;-33,49969075;-70,75924528;Part. Subvencionado;RM;Maipú;Urbano;1478
Colegio Sofia Infante Hurtado;-33,52551515;-70,75779307;Part. Subvencionado;RM;Maipú;Urbano;610
Escuela Particular Amanecer;-33,47107314;-70,72022276;Part. Subvencionado;RM;Estación Central;Urbano;80
Escuela Particular Jose Antonio Lecaros;-33,46399697;-70,69880676;Part. Subvencionado;RM;Estación Central;Urbano;546
Liceo Mater Purissima;-33,50517905;-70,74711759;Part. Subvencionado;RM;Maipú;Urbano;756
Escuela Basica Campos De Maipu-Cerrillos;-33,49900348;-70,72373738;Part. Subvencionado;RM;Cerrillos;Urbano;987
Escuela Liceo Madre Vicencia;-33,46230697;-70,70896453;Part. Subvencionado;RM;Estación Central;Urbano;1066
Escuela, Colegio Politec.H.De Magallanes;-33,46914869;-70,71244689;Part. Subvencionado;RM;Estación Central;Urbano;546
Escuela De Parvulos Enano Groumpy;-33,5016;-70,74497;Part. Subvencionado;RM;Maipú;Urbano;0
Colegio Ellen College;-33,50405544;-70,7671735;Part. Subvencionado;RM;Maipú;Urbano;337
Escuela Particular La Montana;-33,52341084;-70,7629265;Part. Subvencionado;RM;Maipú;Urbano;170
Colegio Industrial Part. Don Orione;-33,50360544;-70,71201881;Part. Subvencionado;RM;Cerrillos;Urbano;1614
Escuela Particular Saint Rodric College;-33,50602268;-70,7252395;Part. Subvencionado;RM;Cerrillos;Urbano;147
Colegio El Redentor;-33,50309318;-70,76417605;Part. Subvencionado;RM;Maipú;Urbano;705
Centro Educacional San Andres;-33,48467348;-70,74793584;Part. Subvencionado;RM;Maipú;Urbano;361
Colegio Rosita Sanchez;-33,52667979;-70,77176413;Part. Subvencionado;RM;Maipú;Urbano;440
Liceo Industrial Alberto Widmer;-33,50971455;-70,76739117;Part. Subvencionado;RM;Maipú;Urbano;910
Complejo Educacional Maipu;-33,5172332;-70,77519763;Part. Subvencionado;RM;Maipú;Urbano;3208
Escuela Particular Villa Espana;-33,46203451;-70,69947367;Part. Subvencionado;RM;Estación Central;Urbano;487
Colegio Particular Especial Juan Xxiii;-33,500835;-70,726006;Part. Subvencionado;RM;Cerrillos;Urbano;226
Escuela Particular Ruben Dario;-33,51861359;-70,75718188;Part. Subvencionado;RM;Maipú;Urbano;816
Escuela Especial Educacional Agazzi;-33,509332;-70,766224;Part. Subvencionado;RM;Maipú;Urbano;46
Colegio Saint Maurice S;-33,5023516;-70,72849209;Part. Subvencionado;RM;Cerrillos;Urbano;659
Colegio Santa Ursula;-33,51117827;-70,75066356;Part. Subvencionado;RM;Maipú;Urbano;641
Colegio Peter College;-33,50262316;-70,72587956;Part. Subvencionado;RM;Cerrillos;Urbano;328
Liceo Guillermo Labarca Hubertson;-33,44124726;-70,69895719;Municipal;RM;Quinta Normal;Urbano;609
Liceo Politecnico Capitan De Corbeta Infante De Marina Pedro González Pacheco;-33,42211541;-70,70144474;Municipal;RM;Quinta Normal;Urbano;485
Escuela Platon;-33,41153236;-70,7043935;Municipal;RM;Quinta Normal;Urbano;278
Escuela Abate Molina;-33,4311404;-70,70930196;Municipal;RM;Quinta Normal;Urbano;281
Escuela Diego Portales;-33,42138778;-70,70182082;Municipal;RM;Quinta Normal;Urbano;562
Escuela Inglaterra;-33,44074133;-70,70375703;Municipal;RM;Quinta Normal;Urbano;643
Escuela Angelmo;-33,42854788;-70,71493232;Municipal;RM;Quinta Normal;Urbano;354
Escuela Insigne Gabriela;-33,43247312;-70,70930354;Municipal;RM;Quinta Normal;Urbano;336
Escuela Espana;-33,41037727;-70,71122789;Municipal;RM;Quinta Normal;Urbano;266
Escuela Lo Franco;-33,42168257;-70,70081894;Municipal;RM;Quinta Normal;Urbano;800
Escuela Antumalal;-33,41819707;-70,71444995;Municipal;RM;Quinta Normal;Urbano;262
Escuela Calicanto;-33,42720742;-70,71011731;Municipal;RM;Quinta Normal;Urbano;493
Escuela Membrillar;-33,43108676;-70,71913695;Municipal;RM;Quinta Normal;Urbano;329
Escuela Basica Municipal Grenoble;-33,42659534;-70,6954836;Municipal;RM;Quinta Normal;Urbano;817
Escuela Republica De La India;-33,44133926;-70,69829994;Municipal;RM;Quinta Normal;Urbano;692
Mustafa Kemal Ataturk;-33,4397275;-70,70999791;Serv. Local Educacion;RM;Lo Prado;Urbano;316
Escuela Gil De Castro;-33,41222965;-70,71839974;Municipal;RM;Quinta Normal;Urbano;179
Escuela Particular Andres Bello;-33,44500196;-70,69434789;Part. Subvencionado;RM;Quinta Normal;Urbano;271
Escuela Olga Navarro Sepulveda;-33,42598203;-70,70450426;Part. Subvencionado;RM;Quinta Normal;Urbano;884
Escuela Particular Jose Joaquin Perez;-33,43158937;-70,69595927;Part. Subvencionado;RM;Quinta Normal;Urbano;169
Escuela Particular San Jose School;-33,45500441;-70,70421327;Part. Subvencionado;RM;Estación Central;Urbano;283
Escuela Particular Victor Hugo;-33,41640178;-70,69336905;Part. Subvencionado;RM;Quinta Normal;Urbano;330
Liceo Alberto Hurtado;-33,44721265;-70,6976603;Part. Subvencionado;RM;Quinta Normal;Urbano;602
Escuela Particular Monte Grande;-33,43205397;-70,72081413;Part. Subvencionado;RM;Cerro Navia;Urbano;269
Escuela N°1124 Alianza Americana;-33,43128055;-70,6902485;Part. Subvencionado;RM;Quinta Normal;Urbano;248
Liceo Poliv.San Jose De La Preciosa Sang;-33,42921617;-70,71656416;Part. Subvencionado;RM;Quinta Normal;Urbano;2097
Escuela Basica Particular  Nº 488 `Zenon Torrealba`;-33,43391958;-70,69020642;Part. Subvencionado;RM;Quinta Normal;Urbano;412
Escuela Particular Nuevo Horizonte;-33,43139279;-70,7010933;Part. Subvencionado;RM;Quinta Normal;Urbano;264
Escuela Particular Pdte. Abraham Lincoln;-33,42991097;-70,71799853;Part. Subvencionado;RM;Quinta Normal;Urbano;586
Colegio Saint Mark;-33,42571242;-70,71782084;Part. Subvencionado;RM;Quinta Normal;Urbano;238
Colegio Bicentenario Elvira Hurtado De Matte De Santiago;-33,42208002;-70,69608224;Part. Subvencionado;RM;Quinta Normal;Urbano;1244
Centro Educacional Alberto Hurtado;-33,44784309;-70,69315919;Part. Subvencionado;RM;Quinta Normal;Urbano;726
Escuela Particular Sagrada Familia;-33,44709349;-70,69733204;Part. Subvencionado;RM;Quinta Normal;Urbano;550
Liceo Polivalente San Francisco;-33,43167002;-70,72136001;Part. Subvencionado;RM;Cerro Navia;Urbano;547
Escuela Diferencial Los Lirios;-33,42245;-70,69787;Part. Subvencionado;RM;Quinta Normal;Urbano;109
Colegio Polivalente Principe De Gales;-33,44955302;-70,69511693;Part. Subvencionado;RM;Estación Central;Urbano;1181
Escuela Particular Carmen Chacon;-33,41428422;-70,71077632;Part. Subvencionado;RM;Quinta Normal;Urbano;140
Escuela Particular Maria Cristina;-33,42473113;-70,71821266;Part. Subvencionado;RM;Quinta Normal;Urbano;278
Colegio Marquel;-33,44675062;-70,70159352;Part. Subvencionado;RM;Quinta Normal;Urbano;1429
Escuela Alianza;-33,41458838;-70,76228048;Serv. Local Educacion;RM;Cerro Navia;Urbano;192
Liceo Polivalente Los Heroes De La Concepción;-33,42281724;-70,74179704;Serv. Local Educacion;RM;Cerro Navia;Urbano;510
Complejo Educacional Pedro Prado;-33,44430155;-70,72837157;Serv. Local Educacion;RM;Lo Prado;Urbano;939
Liceo Centro Experimental Pudahuel Caren;-33,44455765;-70,75031812;Serv. Local Educacion;RM;Pudahuel;Urbano;431
Escuela Teniente Hernan Merino Correa;-33,43256326;-70,76105032;Serv. Local Educacion;RM;Pudahuel;Urbano;322
Escuela Estrella De Chile;-33,43659884;-70,74768617;Serv. Local Educacion;RM;Pudahuel;Urbano;973
Escuela Presidente Roosevelt;-33,4340388;-70,73817167;Serv. Local Educacion;RM;Cerro Navia;Urbano;401
Escuela Estado De Florida;-33,43298071;-70,76666391;Serv. Local Educacion;RM;Pudahuel;Urbano;591
Escuela Republica De Italia;-33,42661641;-70,73442201;Serv. Local Educacion;RM;Cerro Navia;Urbano;249
Liceo Republica De Croacia;-33,43412812;-70,73019633;Serv. Local Educacion;RM;Cerro Navia;Urbano;456
Escuela Herminda De La Victoria;-33,42472532;-70,73740401;Serv. Local Educacion;RM;Cerro Navia;Urbano;201
Escuela Jaime Gomez Garcia;-33,44252746;-70,71958863;Serv. Local Educacion;RM;Lo Prado;Urbano;589
Escuela Alexander Graham Bell;-33,43262897;-70,74151245;Serv. Local Educacion;RM;Pudahuel;Urbano;445
Liceo Profesora Gladys Valenzuela;-33,44743503;-70,72679602;Serv. Local Educacion;RM;Lo Prado;Urbano;525
Escuela Golda Meir;-33,45061902;-70,71809519;Serv. Local Educacion;RM;Lo Prado;Urbano;314
Escuela Millahue;-33,419499;-70,74398051;Serv. Local Educacion;RM;Cerro Navia;Urbano;225
Escuela Ignacio Carrera Pinto;-33,43726596;-70,7395033;Serv. Local Educacion;RM;Lo Prado;Urbano;201
Escuela Mariscal De Ayacucho;-33,44094361;-70,7366367;Serv. Local Educacion;RM;Lo Prado;Urbano;207
Escuela Provincia De Arauco;-33,42355907;-70,71978877;Serv. Local Educacion;RM;Cerro Navia;Urbano;252
Escuela General Rene Escauriaza;-33,42559408;-70,74860244;Serv. Local Educacion;RM;Cerro Navia;Urbano;276
Escuela El Salitre;-33,44797673;-70,75071456;Serv. Local Educacion;RM;Pudahuel;Urbano;250
Escuela Albert Einstein;-33,43402155;-70,75469708;Serv. Local Educacion;RM;Pudahuel;Urbano;168
Escuela Sor Teresa De Los Andes;-33,44421297;-70,73814775;Serv. Local Educacion;RM;Lo Prado;Urbano;490
Escuela Monsenor Carlos Oviedo;-33,44976574;-70,7449827;Serv. Local Educacion;RM;Pudahuel;Urbano;317
Escuela Federico Acevedo Salazar;-33,42075718;-70,75495826;Serv. Local Educacion;RM;Cerro Navia;Urbano;486
Liceo Bicentenario Poeta Pablo Neruda;-33,45513941;-70,71492292;Serv. Local Educacion;RM;Lo Prado;Urbano;826
Escuela Basica Paulo Freire;-33,41771764;-70,72486933;Serv. Local Educacion;RM;Cerro Navia;Urbano;280
Escuela Leonardo Da Vinci;-33,4275072;-70,74387558;Serv. Local Educacion;RM;Cerro Navia;Urbano;248
Escuela Doctor Treviso Girardi Tonelli;-33,42046717;-70,72875941;Serv. Local Educacion;RM;Cerro Navia;Urbano;243
Escuela Elvira Santa Cruz Ossa;-33,44252952;-70,76542785;Serv. Local Educacion;RM;Pudahuel;Urbano;444
Escuela Basica N°389 Republica De Estados Unidos;-33,44472809;-70,71438986;Serv. Local Educacion;RM;Lo Prado;Urbano;362
Colegio Neptuno;-33,43533683;-70,72778904;Serv. Local Educacion;RM;Cerro Navia;Urbano;399
Escuela Maria Luisa Bombal;-33,41511573;-70,73662856;Serv. Local Educacion;RM;Cerro Navia;Urbano;308
Escuela Poeta Vicente Huidobro;-33,45128328;-70,73558746;Serv. Local Educacion;RM;Lo Prado;Urbano;354
Liceo De Adultos Alberto Galleguillos J.;-33,442444;-70,75491;Serv. Local Educacion;RM;Pudahuel;Urbano;354
Escuela Ciudad Santo Domingo De Guzman;-33,43057297;-70,72993368;Serv. Local Educacion;RM;Cerro Navia;Urbano;276
Escuela Prof. Manuel Guerrero Ceballos;-33,41365608;-70,75287839;Serv. Local Educacion;RM;Cerro Navia;Urbano;375
Escuela Basica Melvin Jones;-33,4411;-70,7412;Serv. Local Educacion;RM;Pudahuel;Urbano;512
Escuela San Daniel;-33,42875576;-70,76487576;Serv. Local Educacion;RM;Pudahuel;Urbano;294
Escuela Sargento Candelaria;-33,42543239;-70,7417655;Serv. Local Educacion;RM;Cerro Navia;Urbano;208
Complejo Educacional Cerro Navia;-33,41412712;-70,7248779;Serv. Local Educacion;RM;Cerro Navia;Urbano;446
Esc.De Educacion Diferencial Quillahue;-33,449547;-70,7274;Serv. Local Educacion;RM;Lo Prado;Urbano;228
Escuela Centro Educ.Integral De Adultos;-33,437267;-70,74014;Serv. Local Educacion;RM;Lo Prado;Urbano;448
Liceo Ciudad De Brasilia;-33,40274066;-70,85564753;Serv. Local Educacion;RM;Pudahuel;Rural;487
Escuela Basica G-N°320 Lipangue;-33,33643358;-70,85672157;Municipal;RM;Lampa;Rural;56
Esc.Comodoro Arturo Merino Benitez;-33,411774;-70,85475;Serv. Local Educacion;RM;Pudahuel;Rural;369
Escuela Lo Boza;-33,38544647;-70,76167596;Serv. Local Educacion;RM;Pudahuel;Rural;252
Escuela Particular Frings College;-33,45381458;-70,70763408;Part. Subvencionado;RM;Lo Prado;Urbano;471
Escuela Basica Particular N°811 Dra.Victoria Garcia;-33,45107809;-70,7301775;Part. Subvencionado;RM;Lo Prado;Urbano;178
Escuela Particular Espana;-33,41925841;-70,72857503;Part. Subvencionado;RM;Cerro Navia;Urbano;312
Escuela Particular Babilonia;-33,4484815;-70,71964465;Part. Subvencionado;RM;Lo Prado;Urbano;431
Escuela Particular Rapa Nui;-33,44071093;-70,73078453;Part. Subvencionado;RM;Lo Prado;Urbano;357
Colegio Cristian And Caren School;-33,42161093;-70,71961688;Part. Subvencionado;RM;Cerro Navia;Urbano;545
Escuela Particular Andantino;-33,4433118;-70,7557482;Part. Subvencionado;RM;Pudahuel;Urbano;391
Escuela Charles School-Diurna;-33,4332024;-70,7302413;Part. Subvencionado;RM;Cerro Navia;Urbano;290
Escuela Jardin Lo Prado;-33,43710577;-70,73202624;Part. Subvencionado;RM;Lo Prado;Urbano;332
Colegio Ministro Diego Portales;-33,44464676;-70,75041335;Part. Subvencionado;RM;Pudahuel;Urbano;653
Colegio Bicentenario San Damian De Molokai;-33,43007895;-70,73796488;Part. Subvencionado;RM;Cerro Navia;Urbano;1085
Escuela Particular Robert Kennedy;-33,42890672;-70,73414133;Part. Subvencionado;RM;Cerro Navia;Urbano;236
Escuela Bas. Colegio Bau;-33,44943378;-70,73072933;Part. Subvencionado;RM;Lo Prado;Urbano;774
Liceo Teniente Dagoberto Godoy No.3;-33,45109149;-70,71388424;Part. Subvencionado;RM;Lo Prado;Urbano;1361
Colegio San Francisco Javier;-33,42134178;-70,72667173;Part. Subvencionado;RM;Cerro Navia;Urbano;1023
Escuela Basica N°1058 Santa Beatriz;-33,43862949;-70,75242894;Part. Subvencionado;RM;Pudahuel;Urbano;689
Escuela Particular San Vicente Ferrer;-33,41379214;-70,7449497;Part. Subvencionado;RM;Cerro Navia;Urbano;754
Escuela Particular Villa Lourdes;-33,4523;-70,73445;Part. Subvencionado;RM;Lo Prado;Urbano;568
Esc Bas Part Centro Educacional Sn Pablo;-33,42456568;-70,73472539;Part. Subvencionado;RM;Cerro Navia;Urbano;339
Escuela Part. Suns School;-33,42892857;-70,76651827;Part. Subvencionado;RM;Pudahuel;Urbano;213
Escuela Particular Especial Renacer;-33,445087;-70,7162;Part. Subvencionado;RM;Lo Prado;Urbano;76
Escuela  Basica  N° 912 Ellen  College;-33,43194675;-70,76410404;Part. Subvencionado;RM;Pudahuel;Urbano;315
Escuela Particular Carlos Pezoa Veliz;-33,42716637;-70,72888489;Part. Subvencionado;RM;Cerro Navia;Urbano;112
Escuela Particular La Frontera;-33,42382413;-70,74767302;Part. Subvencionado;RM;Cerro Navia;Urbano;405
Colegio Bicentenario Madre Ana Eugenia;-33,43702459;-70,75238365;Part. Subvencionado;RM;Pudahuel;Urbano;1655
Escuela Particular La Ciudad Educativa;-33,44063348;-70,76215099;Part. Subvencionado;RM;Pudahuel;Urbano;85
Escuela Basica Colegio Saint Orland N 3;-33,41660995;-70,7576067;Part. Subvencionado;RM;Cerro Navia;Urbano;1166
Escuela Juana De Lestonac;-33,40298808;-70,72370354;Municipal;RM;Renca;Urbano;228
Liceo Polivalente A80 Presidente Jose Manuel Balmaceda;-33,41894041;-70,66943496;Municipal;RM;Independencia;Urbano;977
Escuela Basica Isabel Le Brun;-33,40505077;-70,71227233;Municipal;RM;Renca;Urbano;654
Liceo Thomas Alva Edison;-33,39868189;-70,70159944;Municipal;RM;Renca;Urbano;334
Escuela Domingo Santa Maria Gonzalez;-33,40484033;-70,71058362;Municipal;RM;Renca;Urbano;558
Escuela Capitan Jose Luis Araneda;-33,40527766;-70,72328619;Municipal;RM;Renca;Urbano;292
Escuela General Manuel Bulnes Prieto;-33,41633153;-70,68530905;Municipal;RM;Renca;Urbano;314
Escuela Rebeca Matte Bello;-33,40389768;-70,73007011;Municipal;RM;Renca;Urbano;950
Liceo General Alejandro Gorostiaga Orrego;-33,39329537;-70,69644571;Municipal;RM;Renca;Urbano;449
Escuela Juana Atala De Hirmas;-33,42176612;-70,67654668;Municipal;RM;Renca;Urbano;418
Esc. Basica Monserrat Robert De Garcia;-33,40453575;-70,73666029;Municipal;RM;Renca;Urbano;295
Colegio Particular Helenico;-33,39834524;-70,72224457;Part. Subvencionado;RM;Renca;Urbano;191
Colegio Corazon De Jesus De Renca;-33,40076507;-70,70422985;Part. Subvencionado;RM;Renca;Urbano;223
Colegio Presidente Alessandri;-33,41987512;-70,6755671;Part. Subvencionado;RM;Independencia;Urbano;1218
Colegio Particular Charles Darwin;-33,40826233;-70,69279868;Part. Subvencionado;RM;Renca;Urbano;377
Liceo Santa Teresita;-33,41190513;-70,6745079;Part. Subvencionado;RM;Independencia;Urbano;708
Colegio Arturo Toro Amor;-33,41775922;-70,67122612;Part. Subvencionado;RM;Independencia;Urbano;1223
Escuela Partic. Colegio Balmaceda-Renca;-33,40210596;-70,71797923;Part. Subvencionado;RM;Renca;Urbano;275
Escuela Particular San Genaro;-33,40446948;-70,71986565;Part. Subvencionado;RM;Renca;Urbano;607
Escuela Particular Primitiva Echeverria;-33,40333309;-70,70751846;Part. Subvencionado;RM;Renca;Urbano;567
Escuela Particular Jose Bernardo Suarez;-33,40043982;-70,71670618;Part. Subvencionado;RM;Renca;Urbano;193
Coleg. Poliv. Santa Maria De La Providencia;-33,41036968;-70,68889435;Part. Subvencionado;RM;Renca;Urbano;697
Escuela Particular San Fidel;-33,40371933;-70,70577317;Part. Subvencionado;RM;Renca;Urbano;525
Escuela Especial Particular Esperanza;-33,405064;-70,70564;Part. Subvencionado;RM;Renca;Urbano;99
Escuela Basica  N° 878  Los Acacios;-33,40723135;-70,69227213;Part. Subvencionado;RM;Renca;Urbano;266
Escuela Estado De Michigan;-33,36681974;-70,73559355;Serv. Local Educacion;RM;Quilicura;Urbano;606
Escuela Luis Cruz Martinez;-33,367279;-70,71665627;Serv. Local Educacion;RM;Quilicura;Urbano;1295
Escuela Basica El Manio;-33,37081645;-70,74384787;Serv. Local Educacion;RM;Quilicura;Urbano;330
Parroquial Nuestra Señora Del Carmen De Quilicura;-33,3650046;-70,72984056;Part. Subvencionado;RM;Quilicura;Rural;785
Colegio Poliv. Santa Maria;-33,36956701;-70,73572442;Part. Subvencionado;RM;Quilicura;Urbano;2021
