Nombre;Latitud;Longitud;Dependencia;Region;Comuna;Ruralidad;Matricula_Total
Liceo Bicentenario Domingo Santa Maria;-18,46834;-70,303596;Part. Subvencionado;AYP;Arica;Urbano;3923
Colegio San Marcos De Arica;-18,470751;-70,304817;Part. Subvencionado;AYP;Arica;Urbano;1001
Colegio Aleman De Arica;-18,49221;-70,280296;Part. Subvencionado;AYP;Arica;Urbano;1122
Jardin Infantil Pluto;-18,479057;-70,3034;Part. Subvencionado;AYP;Arica;Urbano;5
Abraham Lincoln School;-18,48123;-70,318787;Part. Subvencionado;AYP;Arica;Urbano;789
Escuela Valle De Esquina;-18,93622;-69,530159;Serv. Local Educacion;AYP;Camarones;Rural;12
Liceo Valle De Codpa;-18,832899;-69,744583;Serv. Local Educacion;AYP;Camarones;Rural;78
Escuela Valle De Cobija;-18,739889;-69,583237;Serv. Local Educacion;AYP;Camarones;Rural;1
Escuela Valle De Camarones;-19,00992;-69,860138;Serv. Local Educacion;AYP;Camarones;Rural;20
Escuela Valle De Guanacagua;-18,81953;-69,709549;Serv. Local Educacion;AYP;Camarones;Rural;2
Escuela Valle De Cuya;-19,16044;-70,179573;Serv. Local Educacion;AYP;Camarones;Rural;5
Liceo Granaderos;-18,19582;-69,561928;Serv. Local Educacion;AYP;Putre;Rural;222
Escuela El Marquez;-18,580721;-69,493759;Serv. Local Educacion;AYP;Putre;Rural;9
Escuela Payachatas;-18,054399;-69,201012;Serv. Local Educacion;AYP;Putre;Rural;6
Escuela San Francisco De Asis;-18,26881;-69,597023;Serv. Local Educacion;AYP;Putre;Rural;2
Escuela Cota Cotani;-18,200001;-69,266701;Serv. Local Educacion;AYP;Putre;Rural;0
Escuela Los Alamos;-18,19635;-69,559219;Serv. Local Educacion;AYP;Putre;Rural;4
Escuela San Santiago De Belen;-18,467779;-69,514893;Serv. Local Educacion;AYP;Putre;Rural;4
Escuela Ancolacane;-17,854719;-69,606133;Serv. Local Educacion;AYP;General Lagos;Rural;3
Escuela Alcerreca;-17,994341;-69,705887;Serv. Local Educacion;AYP;General Lagos;Rural;0
Escuela Humapalca;-17,834391;-69,702782;Serv. Local Educacion;AYP;General Lagos;Rural;4
Escuela Internado Visviri;-17,594879;-69,481163;Serv. Local Educacion;AYP;General Lagos;Rural;60
Escuela Cosapilla;-17,76635;-69,421242;Serv. Local Educacion;AYP;General Lagos;Rural;3
Escuela Chislluma;-17,69677;-69,688301;Serv. Local Educacion;AYP;General Lagos;Rural;4
Escuela Chujlluta;-17,89942;-69,349213;Serv. Local Educacion;AYP;General Lagos;Rural;3
Escuela Guacoyo;-17,76013;-69,344948;Serv. Local Educacion;AYP;General Lagos;Rural;8
Escuela Colpitas;-17,95694;-69,453629;Serv. Local Educacion;AYP;General Lagos;Rural;0
Inst. Com. De Iquique Baldomero Wolnitzky;-20,220369;-70,153061;Serv. Local Educacion;TPCA;Iquique;Urbano;610
Esc.Educ.Especial Flor Del Inca;-20,24097252;-70,13935089;Serv. Local Educacion;TPCA;Iquique;Urbano;194
Esc.Educ.Gral.Bas.Y Des.Art.Violeta Parra;-20,22109604;-70,13816833;Serv. Local Educacion;TPCA;Iquique;Urbano;484
Centro De Capacitacion Laboral;-20,24172211;-70,13650513;Serv. Local Educacion;TPCA;Iquique;Urbano;86
Liceo Libert. Gral.Bernardo O´Higgins;-20,21981;-70,153313;Serv. Local Educacion;TPCA;Iquique;Urbano;722
Liceo Politec. Jose Gutierrez De La Fuen;-20,2258;-70,148727;Serv. Local Educacion;TPCA;Iquique;Urbano;771
Colegio Deportivo Tec. Prof. Elena Duvauchelle Cabezon;-20,216949;-70,153381;Serv. Local Educacion;TPCA;Iquique;Urbano;906
Liceo Bicentenario Domingo Santa Maria De Iqq.;-20,21759;-70,146912;Serv. Local Educacion;TPCA;Iquique;Urbano;1779
Escuela Gabriela Mistral;-20,22576;-70,141502;Serv. Local Educacion;TPCA;Iquique;Urbano;686
Escuela Eduardo Llanos;-20,214479;-70,135857;Serv. Local Educacion;TPCA;Iquique;Urbano;679
Escuela Almirante Patricio Lynch;-20,23204;-70,137703;Serv. Local Educacion;TPCA;Iquique;Urbano;908
Escuela Placido Villarroel;-20,22024;-70,144112;Serv. Local Educacion;TPCA;Iquique;Urbano;494
Colegio Republica De Croacia;-20,22728;-70,13485;Serv. Local Educacion;TPCA;Iquique;Urbano;708
Escuela Paula Jaraquemada Alquizar;-20,2204;-70,146248;Serv. Local Educacion;TPCA;Iquique;Urbano;658
Escuela Centenario;-20,213511;-70,145119;Serv. Local Educacion;TPCA;Iquique;Urbano;705
Escuela Thilda Portillo Olivares;-20,23621;-70,141006;Serv. Local Educacion;TPCA;Iquique;Urbano;310
Colegio Espana;-20,239719;-70,128853;Serv. Local Educacion;TPCA;Iquique;Urbano;545
Liceo Luis Cruz Martinez;-20,241989;-70,137444;Serv. Local Educacion;TPCA;Iquique;Urbano;1164
Escuela Profesor Manuel Castro Ramos;-20,245781;-70,138268;Serv. Local Educacion;TPCA;Iquique;Urbano;1078
Colegio Republica De Italia;-20,243601;-70,131493;Serv. Local Educacion;TPCA;Iquique;Urbano;649
Liceo Maria Auxiliadora;-20,222321;-70,148376;Part. Subvencionado;TPCA;Iquique;Urbano;861
Liceo Superior Gabriela Mistral;-20,22109;-70,151443;Part. Subvencionado;TPCA;Iquique;Urbano;328
Colegio North College;-20,223459;-70,144234;Part. Subvencionado;TPCA;Iquique;Urbano;338
Colegio Escasce;-20,22464;-70,148178;Part. Subvencionado;TPCA;Iquique;Urbano;392
Colegio Bajo Molle;-20,28974;-70,127434;Part. Subvencionado;TPCA;Iquique;Urbano;1870
Colegio Adventista De Iquique;-20,22514;-70,148499;Part. Subvencionado;TPCA;Iquique;Urbano;728
Liceo Atenea;-20,21558;-70,154388;Part. Subvencionado;TPCA;Iquique;Urbano;339
Colegio Iquique Young School;-20,223631;-70,143044;Part. Subvencionado;TPCA;Iquique;Urbano;360
Escuela Basica Fronteriza;-19,92428;-69,511124;Municipal;TPCA;Huara;Rural;38
Escuela Pisagua;-19,59798;-70,212967;Municipal;TPCA;Huara;Rural;40
Escuela Chiapa;-19,53726;-69,20697;Municipal;TPCA;Huara;Rural;2
Escuela Jaina;-19,55468;-69,245956;Municipal;TPCA;Huara;Rural;5
Escuela Pachica;-19,8659;-69,432037;Municipal;TPCA;Huara;Rural;49
Liceo De Huara;-19,99688;-69,772636;Municipal;TPCA;Huara;Rural;503
Escuela Sibaya;-19,7833;-69,1738;Municipal;TPCA;Huara;Rural;53
Escuela Chusmiza;-19,683929;-69,188393;Municipal;TPCA;Huara;Rural;2
Escuela Camina;-19,3118;-69,424637;Municipal;TPCA;Camiña;Rural;157
Escuela Cuisama;-19,323589;-69,456703;Municipal;TPCA;Camiña;Rural;2
Escuela Quistagama;-19,34207;-69,497017;Municipal;TPCA;Camiña;Rural;5
Escuela Nama;-19,18918;-69,411568;Municipal;TPCA;Camiña;Rural;8
Escuela Apamilca;-19,309509;-69,392776;Municipal;TPCA;Camiña;Rural;5
Escuela Chapiquilta;-19,31773;-69,41053;Municipal;TPCA;Camiña;Rural;8
Escuela Moquella;-19,350691;-69,514977;Municipal;TPCA;Camiña;Rural;12
Escuela Francia;-19,381559;-69,571472;Municipal;TPCA;Camiña;Rural;22
Escuela Yala Yala;-19,31469;-69,400093;Municipal;TPCA;Camiña;Rural;3
Escuela Basica Cariquima;-19,467211;-68,644753;Municipal;TPCA;Colchane;Rural;14
Liceo Tecnico Profesional Colchane;-19,27648;-68,639137;Municipal;TPCA;Colchane;Rural;217
Escuela Basica Mauque;-19,322821;-68,880547;Municipal;TPCA;Colchane;Rural;0
Escuela Basica Pisiga-Choque;-19,302839;-68,617798;Municipal;TPCA;Colchane;Rural;10
Escuela Basica Enquelga;-19,22897;-68,804489;Municipal;TPCA;Colchane;Rural;5
Escuela Vertiente Del Saber;-20,488291;-69,324867;Municipal;TPCA;Pica;Rural;300
Esc. Matilla De Nueva Extremadura;-20,513229;-69,360008;Municipal;TPCA;Pica;Rural;237
Lic. Alcde.Sergio Gonzalez Gutierrez;-20,266701;-69,82016;Municipal;TPCA;Pozo Almonte;Rural;969
Escuela Basica Mamina;-20,071039;-69,217613;Municipal;TPCA;Pozo Almonte;Rural;32
Escuela Basica Pozo Almonte;-20,245819;-69,78228;Municipal;TPCA;Pozo Almonte;Rural;690
Escuela Basica La Tirana;-20,33765;-69,655434;Municipal;TPCA;Pozo Almonte;Rural;300
Escuela Basica Huatacondo;-20,92778;-69,05336;Municipal;TPCA;Pozo Almonte;Rural;14
Escuela Basica La Huayca;-20,430571;-69,560463;Municipal;TPCA;Pozo Almonte;Rural;113
Liceo Domingo Latrille Lastaunou;-22,088579;-70,194794;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;657
Liceo Politécnico Bicentenario De Excelencia Diego Portales Palazuelos;-22,0851;-70,195702;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;728
Escuela Carlos Condell De La Haza;-22,09388;-70,203949;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;527
Escuela Pablo Neruda;-22,08918;-70,194397;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;426
Escuela L.Gral.Bernardo O´Higgins R.;-22,08532;-70,189217;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;612
Escuela Arturo Prat Chacon;-22,085079;-70,187561;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;413
Escuela Estados Unidos De Norteamerica;-22,108561;-70,210274;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;417
Esc. Especial Pedro Aguirre Cerda;-22,08630943;-70,18914795;Serv. Local Educacion;ANTOF;Tocopilla;Urbano;83
Colegio Bicentenario Sagrada Familia;-22,09469;-70,204918;Part. Subvencionado;ANTOF;Tocopilla;Urbano;1236
Escuela Arturo Perez Canto;-22,34457;-69,667801;Serv. Local Educacion;ANTOF;María Elena;Urbano;655
Liceo H.C. T.P. Maria Elena;-22,346689;-69,667122;Serv. Local Educacion;ANTOF;María Elena;Urbano;313
Escuela Ignacio Carrera Pinto;-21,66033;-69,534988;Serv. Local Educacion;ANTOF;María Elena;Rural;26
Liceo Bicentenario Luis Cruz Martinez;-22,455099;-68,926651;Serv. Local Educacion;ANTOF;Calama;Urbano;1082
Liceo Francisco De Aguirre;-22,45826;-68,931236;Serv. Local Educacion;ANTOF;Calama;Urbano;632
Liceo Bicentenario Politecnico Cesareo Aguirre Goyenechea;-22,458759;-68,920486;Serv. Local Educacion;ANTOF;Calama;Urbano;1172
Liceo Minero América;-22,43762;-68,924553;Serv. Local Educacion;ANTOF;Calama;Urbano;1015
Centro Educ.Integral De Adultos C.E.I.A;-22,46032524;-68,92471313;Serv. Local Educacion;ANTOF;Calama;Urbano;437
Escuela Claudio Arrau;-22,44936;-68,926231;Serv. Local Educacion;ANTOF;Calama;Urbano;782
Escuela Grecia;-22,4603;-68,933693;Serv. Local Educacion;ANTOF;Calama;Urbano;963
Escuela Republica De Bolivia;-22,4627;-68,928589;Serv. Local Educacion;ANTOF;Calama;Urbano;970
Escuela Basica Emilio Sotomayor;-22,43815;-68,922653;Serv. Local Educacion;ANTOF;Calama;Urbano;954
Escuela Basica Presidente Balmaceda;-22,45923;-68,922813;Serv. Local Educacion;ANTOF;Calama;Urbano;1535
Escuela Basica Vado De Topater;-22,47698;-68,929062;Serv. Local Educacion;ANTOF;Calama;Urbano;608
Escuela Republica De Chile;-22,444321;-68,908012;Serv. Local Educacion;ANTOF;Calama;Urbano;884
Escuela Basica Andres Bello;-22,45573;-68,916397;Serv. Local Educacion;ANTOF;Calama;Urbano;622
Escuela Basica John Fitzgerald Kennedy;-22,45438;-68,920174;Serv. Local Educacion;ANTOF;Calama;Urbano;710
Escuela Basica Pedro Vergara Keller;-22,4417;-68,932564;Serv. Local Educacion;ANTOF;Calama;Urbano;631
Escuela De Parvulos Las Abejitas;-22,47755623;-68,92974854;Serv. Local Educacion;ANTOF;Calama;Urbano;208
Escuela De Parvulos Llamito Blanco;-22,43809319;-68,92285919;Serv. Local Educacion;ANTOF;Calama;Urbano;225
Escuela Diferencial Loa;-22,45413589;-68,91889954;Serv. Local Educacion;ANTOF;Calama;Urbano;176
Escuela Basica 21 De Mayo;-22,450781;-68,932007;Serv. Local Educacion;ANTOF;Calama;Urbano;666
Escuela Basica Republica De Francia;-22,474831;-68,932648;Serv. Local Educacion;ANTOF;Calama;Urbano;618
Escuela Parvularia Las Ardillas;-22,44329071;-68,92927551;Serv. Local Educacion;ANTOF;Calama;Urbano;197
Escuela Basica Pukara;-22,26803;-68,631218;Serv. Local Educacion;ANTOF;Calama;Rural;39
Escuela De Parvulos Los Enanitos;-22,45796585;-68,93946838;Serv. Local Educacion;ANTOF;Calama;Urbano;272
Escuela De Parvulos Papelucho;-22,44638252;-68,91606903;Serv. Local Educacion;ANTOF;Calama;Urbano;120
Escuela Basica Senora De La Candelaria;-22,33777;-68,212242;Serv. Local Educacion;ANTOF;Calama;Rural;19
Escuela Basica San Jose;-22,27883;-68,322403;Serv. Local Educacion;ANTOF;Calama;Rural;6
Escuela Basica San Francisco;-22,342751;-68,650139;Serv. Local Educacion;ANTOF;Calama;Rural;100
Colegio Adventista De Calama;-22,465719;-68,926689;Part. Subvencionado;ANTOF;Calama;Urbano;1065
Fundacion Educacional Colegio Nuestra Señora De Ayquina;-22,461519;-68,927673;Part. Subvencionado;ANTOF;Calama;Urbano;895
Colegio Ejercito De Salvacion;-22,4599;-68,930656;Part. Subvencionado;ANTOF;Calama;Urbano;1189
Instituto Obispo Silva Lezaeta;-22,46957;-68,926529;Part. Subvencionado;ANTOF;Calama;Urbano;1791
Escuela De Parvulos Mickey Mouse;-22,450636;-68,93184;Part. Subvencionado;ANTOF;Calama;Urbano;192
Escuela De Parvulos Los Conejitos;-22,45832062;-68,92401123;Serv. Local Educacion;ANTOF;Calama;Urbano;140
Esc. Basica Rural San Antonio De Padua;-21,223881;-68,25251;Serv. Local Educacion;ANTOF;Ollagüe;Rural;50
Escuela Basica San Pedro De Atacama;-22,912609;-68,196808;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Urbano;1009
Complejo Educacional Toconao;-23,19017;-68,006432;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Rural;403
Escuela Basica Camar;-22,910219;-68,201431;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Rural;17
Escuela Basica Solor;-22,9457289;-68,1858461;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Rural;32
Escuela Basica San Roque;-23,67869;-68,073097;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Rural;31
Escuela Basica Andina;-22,908039;-68,201508;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Rural;2
Escuela Basica Talabre;-23,32527542;-67,83605957;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Rural;12
Escuela Basica San Bartolome;-22,90843;-68,197983;Serv. Local Educacion;ANTOF;San Pedro De Atacama;Rural;37
Liceo Industrial Eulogio Gordo Moneo;-23,61371;-70,38282;Municipal;ANTOF;Antofagasta;Urbano;2060
Liceo Comercial Jerardo Munoz Campos;-23,6527;-70,399529;Municipal;ANTOF;Antofagasta;Urbano;1681
Liceo A. Rendic I. Anexo C. Rehabilit. Social;-23,65327454;-70,39200592;Municipal;ANTOF;Antofagasta;Urbano;13
Liceo Tecnico Antofagasta;-23,650841;-70,401947;Municipal;ANTOF;Antofagasta;Urbano;1229
Liceo De Hombres De Antofagasta Mario Bahamonde Silva;-23,653629;-70,398857;Municipal;ANTOF;Antofagasta;Urbano;1204
Liceo Bicentenario Marta Narea Diaz;-23,650129;-70,401154;Municipal;ANTOF;Antofagasta;Urbano;1163
Liceo La Portada;-23,60877;-70,381821;Municipal;ANTOF;Antofagasta;Urbano;923
Liceo Domingo Herrera Rivera;-23,63081;-70,38768;Municipal;ANTOF;Antofagasta;Urbano;1024
Escuela Japon;-23,62619;-70,379997;Municipal;ANTOF;Antofagasta;Urbano;881
Escuela Espana;-23,619909;-70,378067;Municipal;ANTOF;Antofagasta;Urbano;697
Escuela Padre Gustavo Le Paige De Walque;-23,618601;-70,382301;Municipal;ANTOF;Antofagasta;Urbano;1060
Escuela Republica De Italia;-23,62779;-70,385933;Municipal;ANTOF;Antofagasta;Urbano;814
Escuela Jose Papic Radnic;-23,5959;-70,381264;Municipal;ANTOF;Antofagasta;Urbano;1225
Escuela Profesora Ljubica Domic Wuth;-23,652349;-70,399803;Municipal;ANTOF;Antofagasta;Urbano;740
Escuela Republica De Estados Unidos;-23,657921;-70,395332;Municipal;ANTOF;Antofagasta;Urbano;592
Escuela Alcalde Maximiliano Poblete;-23,661079;-70,39682;Municipal;ANTOF;Antofagasta;Urbano;607
Escuela Dario Salas Diaz;-23,66102;-70,396584;Municipal;ANTOF;Antofagasta;Urbano;542
Escuela Romulo J. Pena Maturana;-23,64414;-70,384552;Municipal;ANTOF;Antofagasta;Urbano;607
Escuela Juan Lopez;-23,661209;-70,391403;Municipal;ANTOF;Antofagasta;Urbano;642
Escuela Republica Argentina;-23,628611;-70,39312;Municipal;ANTOF;Antofagasta;Urbano;508
Liceo Bicentenario Andrés Sabella;-23,67577;-70,410759;Municipal;ANTOF;Antofagasta;Urbano;1327
Escuela Humberto Gonzalez Echegoyen;-23,589371;-70,383522;Municipal;ANTOF;Antofagasta;Urbano;992
Escuela Huanchaca;-23,640711;-70,390923;Municipal;ANTOF;Antofagasta;Urbano;328
Escuela De Parvulos Marcela Paz;-23,62614059;-70,38031006;Municipal;ANTOF;Antofagasta;Urbano;259
Escuela Claudio Matte Perez;-23,63722;-70,387627;Municipal;ANTOF;Antofagasta;Urbano;530
Esc Diferencial Juan Sandoval Carrasco;-23,66712761;-70,39998627;Municipal;ANTOF;Antofagasta;Urbano;227
Escuela Ecuador;-23,634991;-70,395157;Municipal;ANTOF;Antofagasta;Urbano;718
Escuela Arturo Prat;-23,607071;-70,382141;Municipal;ANTOF;Antofagasta;Urbano;1229
Escuela Heroes De La Concepcion;-23,62591;-70,387817;Municipal;ANTOF;Antofagasta;Urbano;516
Escuela Las Americas Profesor Justo Valladares Orellana;-23,605101;-70,389297;Municipal;ANTOF;Antofagasta;Urbano;402
Escuela Las Rocas;-23,589109;-70,393753;Municipal;ANTOF;Antofagasta;Urbano;975
Escuela Edda Cuneo Donnagio;-23,4352;-70,43364;Municipal;ANTOF;Antofagasta;Urbano;327
Escuela La Bandera;-23,599859;-70,378242;Municipal;ANTOF;Antofagasta;Urbano;867
Liceo Artistico De Antofagasta `Armando Carrera Gonzalez`;-23,66744;-70,401711;Municipal;ANTOF;Antofagasta;Urbano;934
Escuela General Manuel Baquedano;-23,6231;-70,38549;Municipal;ANTOF;Antofagasta;Urbano;614
Escuela Fundacion Minera Escondida;-23,618;-70,372414;Municipal;ANTOF;Antofagasta;Urbano;490
Escuela Santiago Amengual B.;-23,627781;-70,378639;Municipal;ANTOF;Antofagasta;Urbano;638
Liceo Bicentenario Instituto José Maza Sancho;-23,693741;-70,409813;Municipal;ANTOF;Antofagasta;Urbano;657
Escuela De Parvulos Los Pinguinitos;-23,59660912;-70,38334656;Municipal;ANTOF;Antofagasta;Urbano;174
Escuela Gabriela Mistral;-23,59593;-70,373993;Municipal;ANTOF;Antofagasta;Urbano;548
Escuela De Parvulos Blanca Nieves;-23,60323906;-70,37728119;Municipal;ANTOF;Antofagasta;Urbano;192
Colegio Misionero Jose Lancaster;-23,660089;-70,389359;Part. Subvencionado;ANTOF;Antofagasta;Urbano;621
Liceo Experimental Artistico-Aplicacion;-23,65575;-70,400574;Part. Subvencionado;ANTOF;Antofagasta;Urbano;1335
Colegio Santa Teresita;-23,65032;-70,391411;Part. Subvencionado;ANTOF;Antofagasta;Urbano;983
Centro Tratamien.Integral Rayito De Sol;-23,677422;-70,40916;Part. Subvencionado;ANTOF;Antofagasta;Urbano;127
Colegio Adventista De Antofagasta;-23,633221;-70,394981;Part. Subvencionado;ANTOF;Antofagasta;Urbano;821
Colegio Ingles San Jose;-23,665331;-70,400368;Part. Subvencionado;ANTOF;Antofagasta;Urbano;1343
Escuela Presbiteriana;-23,654751;-70,39537;Part. Subvencionado;ANTOF;Antofagasta;Urbano;684
Colegio Santa Emilia;-23,5893;-70,379623;Part. Subvencionado;ANTOF;Antofagasta;Urbano;999
Colegio Lidia Moreno;-23,656691;-70,397247;Part. Subvencionado;ANTOF;Antofagasta;Urbano;749
Colegio Corazon De Maria;-23,657869;-70,397011;Part. Subvencionado;ANTOF;Antofagasta;Urbano;1110
Colegio Eagle School;-23,647011;-70,392281;Part. Subvencionado;ANTOF;Antofagasta;Urbano;852
Complejo Educativo Juan Jose Latorre Benavent;-23,10523;-70,440666;Municipal;ANTOF;Mejillones;Urbano;1726
Escuela Basica Julia Herrera Varas;-23,10376;-70,447853;Municipal;ANTOF;Mejillones;Urbano;1330
Escuela Lucila Godoy Alcayaga;-22,712311;-70,276001;Municipal;ANTOF;Mejillones;Rural;16
Escuela Estacion Baquedano;-23,33522;-69,845451;Municipal;ANTOF;Sierra Gorda;Urbano;176
Complejo Educativo Caracoles;-22,890829;-69,32029;Municipal;ANTOF;Sierra Gorda;Urbano;164
Liceo Politecnico Jose Miguel Quiroz;-25,40234;-70,474457;Municipal;ANTOF;Taltal;Urbano;490
Liceo Juan Cortes-Monroy Cortes;-25,40683;-70,484734;Municipal;ANTOF;Taltal;Urbano;442
Escuela Hogar Victoriano Quinteros Soto;-25,4072;-70,4814;Municipal;ANTOF;Taltal;Urbano;446
Escuela Victor Carvajal Meza;-25,406651;-70,485962;Municipal;ANTOF;Taltal;Urbano;520
Escuela Paranal;-25,010099;-70,465363;Municipal;ANTOF;Taltal;Rural;35
Liceo Federico Varela;-26,345437;-70,615625;Serv. Local Educacion;ATCMA;Chañaral;Urbano;735
Escuela Básica Diego Portales Palazuelos;-26,341;-70,614601;Serv. Local Educacion;ATCMA;Chañaral;Urbano;294
Escuela Básica Pedro Lujan;-26,43018;-70,287727;Serv. Local Educacion;ATCMA;Chañaral;Urbano;124
Escuela Gaspar Cabrales, Artística Y Deportiva;-26,35976;-70,641693;Serv. Local Educacion;ATCMA;Chañaral;Urbano;344
Escuela Básica Diferencial José Luis Olivares Arancibia;-26,34287834;-70,61779022;Serv. Local Educacion;ATCMA;Chañaral;Urbano;53
Liceo Bicentenario  Manuel Magalhaes Medling;-26,393299;-70,055901;Serv. Local Educacion;ATCMA;Diego De Almagro;Urbano;566
Escuela Aliro Lamas Castillo;-26,387899;-70,045731;Serv. Local Educacion;ATCMA;Diego De Almagro;Urbano;571
Escuela Básica Emperatriz Sepúlveda Landeros;-26,38546;-70,050751;Serv. Local Educacion;ATCMA;Diego De Almagro;Rural;35
Escuela Coeducacional Particular;-26,243219;-69,62278;Part. Subvencionado;ATCMA;Diego De Almagro;Urbano;445
Liceo Diego De Almeida;-26,24929;-69,626503;Part. Subvencionado;ATCMA;Diego De Almagro;Urbano;589
Instituto Comercial Alejandro Rivera Díaz;-27,363791;-70,334877;Serv. Local Educacion;ATCMA;Copiapó;Urbano;764
Liceo Técnico Profesional Edwin Latorre Rivero;-27,3730793;-70,32965088;Serv. Local Educacion;ATCMA;Copiapó;Urbano;130
Liceo José Antonio Carvajal;-27,37435;-70,328217;Serv. Local Educacion;ATCMA;Copiapó;Urbano;1090
Liceo Bicentenario Mercedes Fritis Mackenney;-27,369619;-70,325371;Serv. Local Educacion;ATCMA;Copiapó;Urbano;929
Escuela Bernardo O Higgins;-27,362459;-70,329453;Serv. Local Educacion;ATCMA;Copiapó;Urbano;850
Escuela Laura Robles Silva;-27,373711;-70,306473;Serv. Local Educacion;ATCMA;Copiapó;Urbano;457
Escuela Educación Diferencial María Luz Lanza Pizarro;-27,37200356;-70,32041168;Serv. Local Educacion;ATCMA;Copiapó;Urbano;148
Escuela Los Estandartes;-27,36982;-70,313591;Serv. Local Educacion;ATCMA;Copiapó;Urbano;525
Escuela Vicente Sepúlveda Rojo;-27,35685;-70,322128;Serv. Local Educacion;ATCMA;Copiapó;Urbano;746
Escuela Jesús Fernández Hidalgo;-27,374941;-70,337769;Serv. Local Educacion;ATCMA;Copiapó;Urbano;378
Escuela Pedro León Gallo;-27,361481;-70,324944;Serv. Local Educacion;ATCMA;Copiapó;Urbano;910
Escuela José Manso De Velasco;-27,36322;-70,318581;Serv. Local Educacion;ATCMA;Copiapó;Urbano;603
Escuela Las Canteras;-27,37129;-70,320618;Serv. Local Educacion;ATCMA;Copiapó;Urbano;609
Escuela Las Brisas;-27,35573196;-70,3310318;Serv. Local Educacion;ATCMA;Copiapó;Urbano;209
Liceo De Música De Copiapó Hugo Garrido Gaete;-27,37387848;-70,32836151;Serv. Local Educacion;ATCMA;Copiapó;Urbano;933
Escuela Abraham Sepúlveda Pizarro;-27,35737;-70,347443;Serv. Local Educacion;ATCMA;Copiapó;Urbano;680
Colegio Buen Pastor;-27,371309;-70,328178;Serv. Local Educacion;ATCMA;Copiapó;Urbano;648
Escuela Isabel Peña Morales;-27,3839;-70,307793;Serv. Local Educacion;ATCMA;Copiapó;Urbano;828
Escuela Hernán Márquez Huerta;-27,4147;-70,2715;Serv. Local Educacion;ATCMA;Copiapó;Urbano;616
Liceo Fernando Ariztía Ruiz;-27,40682;-70,269547;Serv. Local Educacion;ATCMA;Copiapó;Urbano;1610
Escuela Bruno Zavala Fredes;-27,380211;-70,322678;Serv. Local Educacion;ATCMA;Copiapó;Urbano;871
Escuela San Pedro;-27,3254;-70,5366;Serv. Local Educacion;ATCMA;Copiapó;Rural;372
Escuela Luis Cruz Martínez;-27,39292;-70,298683;Serv. Local Educacion;ATCMA;Copiapó;Urbano;401
Liceo Católico Atacama;-27,366802;-70,3368;Part. Subvencionado;ATCMA;Copiapó;Urbano;2137
Liceo Politécnico Belén;-27,361509;-70,333351;Part. Subvencionado;ATCMA;Copiapó;Urbano;984
Liceo Sagrado Corazón;-27,366791;-70,337898;Part. Subvencionado;ATCMA;Copiapó;Urbano;819
Colegio Adventista De Copiapó;-27,369869;-70,32711;Part. Subvencionado;ATCMA;Copiapó;Urbano;1047
Escuela San Vicente De Paul;-27,367359;-70,315086;Part. Subvencionado;ATCMA;Copiapó;Urbano;849
Escuela Técnico Profesional;-27,36244;-70,345718;Part. Subvencionado;ATCMA;Copiapó;Urbano;1223
Liceo Manuel Blanco Encalada;-27,07362;-70,826851;Serv. Local Educacion;ATCMA;Caldera;Urbano;610
Escuela Totoral;-27,367649;-70,312523;Serv. Local Educacion;ATCMA;Copiapó;Rural;4
Colegio Parroquial Padre Negro;-27,0695;-70,810699;Part. Subvencionado;ATCMA;Caldera;Urbano;1160
Escuela De Concentración;-27,477699;-70,253197;Serv. Local Educacion;ATCMA;Tierra Amarilla;Urbano;147
Escuela Victor Manuel Sánchez Cabañas;-27,483;-70,267448;Serv. Local Educacion;ATCMA;Tierra Amarilla;Urbano;359
Escuela Luis Uribe Orrego;-27,49749;-70,266144;Serv. Local Educacion;ATCMA;Tierra Amarilla;Urbano;312
Escuela Paul Harris;-27,50318;-70,264992;Serv. Local Educacion;ATCMA;Tierra Amarilla;Rural;36
Escuela Amolanas;-27,97069;-70,001984;Serv. Local Educacion;ATCMA;Tierra Amarilla;Rural;33
Escuela San Antonio;-27,878361;-70,054153;Serv. Local Educacion;ATCMA;Tierra Amarilla;Rural;7
Liceo Pedro Troncoso Machuca;-28,57592;-70,757088;Serv. Local Educacion;ATCMA;Vallenar;Urbano;873
Liceo José Santos Ossa;-28,58086;-70,752251;Serv. Local Educacion;ATCMA;Vallenar;Urbano;635
Escuela Hermanos Carrera;-28,562389;-70,777779;Serv. Local Educacion;ATCMA;Vallenar;Urbano;270
